row_id,sentiment_text,ground_truth,final_text_original,bing_liu_sentiment,bing_liu_sentiment_score,bing_liu_sentiment_confidence,swn_sentiment
48,BLAHBYLON&#39;S MUSIC SELECTIONS#BlahbylonsMusicSelections #Music #80sMusic #War #IranWar  Culture Club - The War Song https://www.youtube.com/watch?v=GBd5W9IA7n0&amp;list=RDGBd5W9IA7n0&amp;start_radio=1,neutral,blahbylon&#39;s music selections#blahbylonsmusicselections #music #80smusic #war #iranwar culture club - the war song,neutral,0.0,0.0,Neutral
49,It doesn&#39;t get any better than this.&quot;Torpedos must be the only pedos the U.S. government is willing to fire.&quot;#PedophileProtectors #IranWar #USPolitics #War #TrumpIsGuilty #TrumpIsAPedo,neutral,it doesn&#39;t get any better than this.&quot;torpedos must be the only pedos the u.s. government is willing to fire.&quot;#pedophileprotectors #iranwar #uspolitics #war #trumpisguilty #trumpisapedo,positive,1.0,1.0,Positive
50,"See my video, ""How We Rein in #Fascism Amid #War"" https://www.youtube.com/watch?v=cSyHuEqhDhc #politics #brooklyn #impeachment #trump #iran #iranwar #protests",neutral,"see my video, ""how we rein in #fascism amid #war"" #politics #brooklyn #impeachment #trump #iran #iranwar #protests",negative,-0.3333333333333333,0.3333333333333333,Neutral
51,Thoughtful piece on spread of collateral damage for #Kenya #journalism #IranWar @deutschewelle https://www.dw.com/en/kenya-braces-as-middle-east-conflict-escalates/a-76218179,neutral,thoughtful piece on spread of collateral damage for #kenya #journalism #iranwar @deutschewelle,neutral,0.0,1.0,Neutral
52,"2/2  The same goes for the frequent protests.  Makes you wonder who's more ""liberal"".  So today I’ll only share a photo of a burning dumpster (damage left by a group of people) with censored political graffiti.  I think this is important for people to understand, so please share.  #IranWar #Politics",negative,"2/2 the same goes for the frequent protests. makes you wonder who's more ""liberal"". so today i’ll only share a photo of a burning dumpster (damage left by a group of people) with censored political graffiti. i think this is important for people to understand, so please share. #iranwar #politics",negative,-0.2,0.2,Neutral
53,"I&#39;m puzzled as to why people (BBC news editors) are expecting #Iran to stop hitting countries which are allowing the USA to launch illegal attacks on it.I take the apology to be for attacks on countries that have not been used by the USA, but am not sure if that&#39;s the case. UK too is joining the illegal war by allowing the USA to attack Iran from our bases. #IranWar",negative,"i&#39;m puzzled as to why people (bbc news editors) are expecting #iran to stop hitting countries which are allowing the usa to launch illegal attacks on it.i take the apology to be for attacks on countries that have not been used by the usa, but am not sure if that&#39;s the case. uk too is joining the illegal war by allowing the usa to attack iran from our bases. #iranwar",negative,-1.0,1.0,Neutral
54,"In case you’re wondering, just like the #USA &amp;  #Israel, #Iran is regularly launching missiles &amp; drones.They’re striking a lot of oil infrastructure in the region.It may not seem that way because filming or posting about it is illegal -people are being arrested for it.The same goes for the frequent protests.Makes you wonder who&#39;s more &quot;liberal&quot;.So today I’ll only share a photo of a burning dumpster (damage left by a group of people) with censored political graffiti.#IranWar #Politics",neutral,"in case you’re wondering, just like the #usa &amp; #israel, #iran is regularly launching missiles &amp; drones.they’re striking a lot of oil infrastructure in the region.it may not seem that way because filming or posting about it is illegal -people are being arrested for it.the same goes for the frequent protests.makes you wonder who&#39;s more &quot;liberal&quot;.so today i’ll only share a photo of a burning dumpster (damage left by a group of people) with censored political graffiti.#iranwar #politics",negative,-0.25,0.25,Neutral
55,"RE: https://journa.host/@ScottLucas/116186718091385958#UAE President Mohamed bin Zayed issues pointed warning over #Iran retaliatory strikes""UAE has thick skin and bitter flesh – we are no easy prey.We will carry out our duty towards our country, our people, and our residents who are also part of our family""#IranWar",neutral,"re: president mohamed bin zayed issues pointed warning over #iran retaliatory strikes""uae has thick skin and bitter flesh – we are no easy prey.we will carry out our duty towards our country, our people, and our residents who are also part of our family""#iranwar",negative,-1.0,1.0,Neutral
56,"The comedy just writes itself, folks.#Trump #EricTrump #IranWar #Nepotism",neutral,"the comedy just writes itself, folks.#trump #erictrump #iranwar #nepotism",neutral,0.0,1.0,Positive
57,"At 1733z, there are still just 2 #jamming txs in use from #Iran, on 7495 against Radio Farda, and 15750.3 against Iran International.  Will they still divert one of them to the V32 #numberstation on 7910 USB after 1800z, even though... it's no longer on air? 🤣  #shortwave #IranWar #WARINIRAN",neutral,"at 1733z, there are still just 2 #jamming txs in use from #iran, on 7495 against radio farda, and 15750.3 against iran international. will they still divert one of them to the v32 #numberstation on 7910 usb after 1800z, even though... it's no longer on air? :rolling_on_the_floor_laughing: #shortwave #iranwar #wariniran",neutral,0.0,0.0,Neutral
58,From 2024. Who knew Trump was as a psychic? I&#39;m sure he hears that all the time. No one does psychism like him. #Trump #IranWar #StockMarket #EconomicSlowdown #EconomicStagnation #War #POTUS,neutral,from 2024. who knew trump was as a psychic? i&#39;m sure he hears that all the time. no one does psychism like him. #trump #iranwar #stockmarket #economicslowdown #economicstagnation #war #potus,positive,1.0,1.0,Neutral
59,"This aged well, you Totenkopf.#USPolitics #IranWar https://pbs.twimg.com/media/HCQKQAiXUAIrnyH.jpg?name=orig",neutral,"this aged well, you totenkopf.#uspolitics #iranwar",positive,1.0,1.0,Positive
60,"Bombs Over Healthcare: Trump’s Iran Attack Highlights America’s War Spending Crisis  Trump’s Iran bombing highlights a harsh reality: trillions for war while Americans are told healthcare, childcare, and family leave are unaffordable.   #antiWarAnalysis #BeltAndRoadInitiative #CostsOfWarProject #defenseContractors #endlessWar #IranWar #MedicareForAll #militaryIndustrialComplex #opportunityCostWar #ProgressivePolitics #TrumpIranBombing #USForeignPolicy #USMilitaryBases #warEconomy  https://wp.me/p1OjMZ-oLa",negative,"bombs over healthcare: trump’s iran attack highlights america’s war spending crisis trump’s iran bombing highlights a harsh reality: trillions for war while americans are told healthcare, childcare, and family leave are unaffordable. #antiwaranalysis #beltandroadinitiative #costsofwarproject #defensecontractors #endlesswar #iranwar #medicareforall #militaryindustrialcomplex #opportunitycostwar #progressivepolitics #trumpiranbombing #usforeignpolicy #usmilitarybases #wareconomy",negative,-0.3333333333333333,0.3333333333333333,Neutral
61,"&quot;I stood before the rubble of our home… the place that sheltered us and held our dreams. Today, only memories and sorrow remain. But we still cling to hope, and we try to start anew. Whoever can help us or even share our story, please don&#39;t hesitate. 💔🙏&quot;https://chuffed.org/project/154105-islam-and-family-in-gaza-rebuilding-hope-after-war#Gaza #palestine #gazagenocide #freepalestine #genocide #Israel #gazaverified #gazamutualaid #SupportGaza #starvingcivilians #starvingpeople #PalestineAction #iran #IranWar #trump #iran #mutualaid #MutualAidRequest",negative,"&quot;i stood before the rubble of our home… the place that sheltered us and held our dreams. today, only memories and sorrow remain. but we still cling to hope, and we try to start anew. whoever can help us or even share our story, please don&#39;t hesitate. :broken_heart::folded_hands:&quot; #palestine #gazagenocide #freepalestine #genocide #israel #gazaverified #gazamutualaid #supportgaza #starvingcivilians #starvingpeople #palestineaction #iran #iranwar #trump #iran #mutualaid #mutualaidrequest",negative,-0.5,0.5,Neutral
62,#hero #gaza #officer #senate #iran #iranwar Another US army hero arrested for disrupting a senate hearing to protest Epstein’s distraction war on Iran .https://substack.com/@rawstory/note/c-224350974?r=17qxua&amp;utm_medium=ios&amp;utm_source=notes-share-action,negative,#hero #gaza #officer #senate #iran #iranwar another us army hero arrested for disrupting a senate hearing to protest epstein’s distraction war on iran .,neutral,0.0,1.0,Neutral
63,"Well, everyone must be able to contribute something to Daddy's weird plans - strength is inherited!https://www.draftbarrontrump.com#sendbarron #trump #IranWar",neutral,"well, everyone must be able to contribute something to daddy's weird plans - strength is inherited! #trump #iranwar",positive,0.3333333333333333,0.3333333333333333,Positive
64,"This is exactly why I love #Mastodon. I was wondering, why on earth would the #Kurds want a part of this war after the way this country has treated them, over and over? Not a question you can get answered easily in the US media sphere. But here it is, on our quirky little network: Real, actual Kurds are *not* in on this. Grateful for this last refuge of truthful communication on the Internet!#IranWar #USpol  1/2 https://post.lurk.org/@crickxson/116187393025201277",neutral,"this is exactly why i love #mastodon. i was wondering, why on earth would the #kurds want a part of this war after the way this country has treated them, over and over? not a question you can get answered easily in the us media sphere. but here it is, on our quirky little network: real, actual kurds are *not* in on this. grateful for this last refuge of truthful communication on the internet!#iranwar #uspol 1/2",positive,1.0,1.0,Neutral
65,"⬆️ &gt;&gt; I&#39;ve been #ImmersionLearning #French #VictorHugo perfectly captured the essence of #FoxNews, #CNN, and a whole bunch of American &quot;news&quot; #media all the way back in 1862.&quot;il y a beaucoup de bouches qui parlent et fort peu de têtes qui pensent.&quot;#Trump #Miller #StephenMiller #Hegseth #PeteHegseth #Iran #IranWar",neutral,":up_arrow: &gt;&gt; i&#39;ve been #immersionlearning #french #victorhugo perfectly captured the essence of #foxnews, #cnn, and a whole bunch of american &quot;news&quot; #media all the way back in 1862.&quot;il y a beaucoup de bouches qui parlent et fort peu de têtes qui pensent.&quot;#trump #miller #stephenmiller #hegseth #petehegseth #iran #iranwar",positive,1.0,1.0,Positive
