row_id,sentiment_text,ground_truth,final_text_style_b,swn_sentiment
59,"This aged well, you Totenkopf.#USPolitics #IranWar https://pbs.twimg.com/media/HCQKQAiXUAIrnyH.jpg?name=orig",neutral,this age well you totenkopf httpspbstwimgcommediahcqkqaixuairnyhjpgnameorig,Positive
60,"Bombs Over Healthcare: Trump’s Iran Attack Highlights America’s War Spending Crisis  Trump’s Iran bombing highlights a harsh reality: trillions for war while Americans are told healthcare, childcare, and family leave are unaffordable.   #antiWarAnalysis #BeltAndRoadInitiative #CostsOfWarProject #defenseContractors #endlessWar #IranWar #MedicareForAll #militaryIndustrialComplex #opportunityCostWar #ProgressivePolitics #TrumpIranBombing #USForeignPolicy #USMilitaryBases #warEconomy  https://wp.me/p1OjMZ-oLa",negative,bomb over healthca trump iran attack highlight americas war spending crisis trump iran bomb highlight a harsh reality trillion for war while american be tell healthcare childcare and family leave be unaffordable httpswpmepojmzola,Neutral
61,"&quot;I stood before the rubble of our home… the place that sheltered us and held our dreams. Today, only memories and sorrow remain. But we still cling to hope, and we try to start anew. Whoever can help us or even share our story, please don&#39;t hesitate. 💔🙏&quot;https://chuffed.org/project/154105-islam-and-family-in-gaza-rebuilding-hope-after-war#Gaza #palestine #gazagenocide #freepalestine #genocide #Israel #gazaverified #gazamutualaid #SupportGaza #starvingcivilians #starvingpeople #PalestineAction #iran #IranWar #trump #iran #mutualaid #MutualAidRequest",negative,i stand before the rubble of our home the place that shelter u and hold our dream today only memory and sorrow remain but we still cling to hope and we try to start anew whoever can help u or even share our story please dont hesitate httpschuffedorgprojectislamandfamilyingazarebuildinghopeafterwar,Neutral
62,#hero #gaza #officer #senate #iran #iranwar Another US army hero arrested for disrupting a senate hearing to protest Epstein’s distraction war on Iran .https://substack.com/@rawstory/note/c-224350974?r=17qxua&amp;utm_medium=ios&amp;utm_source=notes-share-action,negative,another u army hero arrest for disrupt a senate hearing to protest epstein distraction war on iran httpssubstackcomnotecrqxuaamputm_mediumiosamputm_sourcenotesshareaction,Neutral
63,"Well, everyone must be able to contribute something to Daddy's weird plans - strength is inherited!https://www.draftbarrontrump.com#sendbarron #trump #IranWar",neutral,well everyone must be able to contribute something to daddys weird plan strength be inheritedhttpswwwdraftbarrontrumpcom,Positive
64,"This is exactly why I love #Mastodon. I was wondering, why on earth would the #Kurds want a part of this war after the way this country has treated them, over and over? Not a question you can get answered easily in the US media sphere. But here it is, on our quirky little network: Real, actual Kurds are *not* in on this. Grateful for this last refuge of truthful communication on the Internet!#IranWar #USpol  1/2 https://post.lurk.org/@crickxson/116187393025201277",neutral,this be exactly why i love i be wonder why on earth would the want a part of this war after the way this country have treat them over and over not a question you can get answer easily in the u medium sphere but here it be on our quirky little network real actual kurd be not in on this grateful for this last refuge of truthful communication on the internet httpspostlurkorg,Neutral
65,"⬆️ &gt;&gt; I&#39;ve been #ImmersionLearning #French #VictorHugo perfectly captured the essence of #FoxNews, #CNN, and a whole bunch of American &quot;news&quot; #media all the way back in 1862.&quot;il y a beaucoup de bouches qui parlent et fort peu de têtes qui pensent.&quot;#Trump #Miller #StephenMiller #Hegseth #PeteHegseth #Iran #IranWar",neutral,gtgt ive be perfectly capture the essence of and a whole bunch of american news all the way back in il y a beaucoup de bouches qui parlent et fort peu de têtes qui pensent,Positive
66,"Interview: &quot;A huge amount of global oil &amp; gas passes through the Strait of Hormuz, particularly for Europe. It&#39;s already starting to affect the oil price.&quot;Alastair Crooke unpacks:* the flawed assumptions of the US about how a war on Iran would pan out;* Iran&#39;s military strategy - first, exhaust the Israeli et al. interceptors...* how the war will affect the global resource flow and economy;&amp; much more.https://www.youtube.com/watch?v=YL8rXeNkXsQ #USPol #eupol #IranWar #USImperialism #Economy .",neutral,interview a huge amount of global oil amp gas pass through the strait of hormuz particularly for europe it already start to affect the oil pricealastair crooke unpack the flawed assumption of the u about how a war on iran would pan out iran military strategy first exhaust the israeli et al interceptor how the war will affect the global resource flow and economyamp much morehttpswwwyoutubecomwatchvylrxenkxsq,Neutral
67,#freeonis reporting from the world stage.https://www.youtube.com/watch?v=Tj0OJedEXHM#Ukraine #CloseOurSky #Trump #middleEast #Iran #IranWar #USA,neutral,report from the world stagehttpswwwyoutubecomwatchvtjojedexhm,Neutral
68,@Lazarou when i hear bomber i think defensive #IranWar #UKPol #UKpolitics #Labour #War #USA #Israel #WWIII #EpsteinClass,neutral,when i hear bomber i think defensive,Neutral
69,"9465 kHz: BBC Emergency Service to #Iran in Farsi, changed freq again, from 9770 back to originally listed 9465. Still via Woofferton🇬🇧 as the signal is MASSIVE here in Poland 🔥 #shortwave #IranWar #WARINIRAN",neutral,khz bbc emergency service to in farsi change freq again from back to originally list still via woofferton a the signal be massive here in poland,Neutral
70,"There's also a coalition of organizations continuing protests against Trump's #IranWar across the US if you want to exercise your constitutional rights in person too, but for your own safety please carefully read the preparation advice of your State's local organizers!!! Trump's goons are arresting, assaulting, gassing &amp; shooting innocent protestors, so it's worth considering other safer ways to show your support like donating to these orgs or volunteering. https://www.answercoalition.org/iran",negative,there also a coalition of organization continue protest against trump across the u if you want to exercise your constitutional right in person too but for your own safety please carefully read the preparation advice of your state local organizer trump goon be arrest assault gas amp shoot innocent protestors so it worth consider other safer way to show your support like donate to these orgs or volunteer httpswwwanswercoalitionorgiran,Neutral
71,Influencer ‘stranded’ due to Iran war because he refuses to fly economy class  https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/influencer-stranded-due-iran-war-refuses-fly-economy-class-27283751/,neutral,influencer strand due to iran war because he refuse to fly economy class httpsfedbridgyrhttpsmetrocoukinfluencerstrandeddueiranwarrefusesflyeconomyclass,Neutral
72,What a shit-show....#KeirStarmer #Starmer #YvetteCooper #EdMilliband #ShabanaMahmood #RachelReaves #EpsteinClass #Labour #IranWar,negative,what a shitshow,Neutral
73,Everybody in the US now pays a dollar more a gallon for gas because Trump wants us to stop talking about how he raped a 13 year old. #Iran #Epstein #IranWar #EpsteinWar #Trump #ICE #Vote,negative,everybody in the u now pay a dollar more a gallon for gas because trump want u to stop talk about how he rap a year old,Neutral
74,This &quot;Defensive action&quot; lie is looking paper thin.Another of Labour&#39;s &#39;illegal wars&#39; that they&#39;re dragging this nation into....how Epstein Class of them. https://www.theguardian.com/world/2026/mar/07/us-bomber-lands-in-uk-after-warning-of-surge-in-strikes-on-iran#IranWar #UKPol #UKpolitics #Labour #War #USA #Israel #WWIII #EpsteinClass,negative,this defensive action lie be look paper thinanother of labours illegal war that theyre drag this nation intohow epstein class of them httpswwwtheguardiancomworldmarusbomberlandsinukafterwarningofsurgeinstrikesoniran,Neutral
75,"NEW: A classified U.S. intel report completed before the war warned that even a large-scale attack wouldn’t topple Iran’s regime. Analysts say no internal force in Iran is powerful enough to challenge the regime’s remaining grip on power.Yet Trump says:“We want them to have a good leader. We have some people who I think would do a good job.""“Bending the knee to Trump would go against everything they stand for,” one expert said. https://wapo.st/4lcrq3M #press  #iranwar",neutral,new a classified u intel report complete before the war warn that even a largescale attack wouldnt topple iran regime analyst say no internal force in iran be powerful enough to challenge the regime remain grip on poweryet trump sayswe want them to have a good leader we have some people who i think would do a good jobbending the knee to trump would go against everything they stand for one expert say httpswapostlcrqm,Positive
76,Oil and gas prices surge as Iran war expandsNEW YORK (AP) — The price of oil surged higher and showed no signs of halting its rapid…#NewsBeep #News #BreakingNews #APTopNews #breakingnews #Business #ClaudioGalimberti #DonaldTrump #Energyindustry #Generalnews #Iran #Irangovernment #iranwar #Israelgovernment #JerryDalpiaz #MarkDoran #MiddleEast #U.S.news #Warandunresthttps://www.newsbeep.com/422963/,negative,oil and gas price surge a iran war expandsnew york ap the price of oil surge high and show no sign of halt it rapid snews wwwnewsbeepcom,Neutral
